txn_id,from_account,to_account,amount,channel,timestamp,is_fraud,fraud_type,customer_age,account_age_days,kyc_tier,avg_monthly_balance,transaction_count_30d,avg_txn_amount,std_txn_amount,max_txn_amount,min_txn_amount,hour_of_day,day_of_week,is_weekend,is_holiday,geo_distance_from_home,device_risk_flag,device_account_count,counterparty_risk_score,is_international,channel_switch_count,currency,ip_address,device_fingerprint
TXN-N-000261,ACC-00409,ACC-00480,282.99,IMPS,2026-03-30T12:25:07,0,none,52,2616,2,5890.12,19,1107.71,2400.66,7186.93,10.0,12,0,0,0,2.3,0,2,0.2802,0,0,INR,sha256:c6541968d2c8a3c2,dev_fp_1e111762
TXN-N-000816,ACC-00033,ACC-00276,818.57,UPI,2026-01-05T13:13:26,0,none,43,957,3,14644.25,16,716.0,10656.9,30901.32,10.0,13,0,0,0,1.23,0,5,0.1969,0,0,INR,sha256:6e097d6e7128f76c,dev_fp_c73c3abe
TXN-N-000949,ACC-00049,ACC-00412,1833.58,ATM,2026-01-06T09:22:50,0,none,27,1919,2,10406.9,16,3156.67,3116.91,10608.45,10.0,9,1,0,0,1.95,1,2,0.1072,0,1,INR,sha256:7bd298c5a93615c5,dev_fp_da837f64
TXN-N-000333,ACC-00047,ACC-00261,45352.25,NEFT,2026-02-21T17:56:05,0,none,44,277,3,23949.42,14,1221.46,7406.91,22447.37,10.0,17,5,1,0,5.81,0,4,0.1207,1,0,INR,sha256:1732708922759073,dev_fp_52db29e9
TXN-N-000745,ACC-00209,ACC-00425,253.23,IMPS,2026-02-12T05:55:42,0,none,32,1573,2,122231.27,24,665.69,4065.94,6246.04,10.0,5,3,0,0,22.41,0,2,0.1776,0,2,INR,sha256:fc54ab96ba05a95c,dev_fp_dfc21023
TXN-N-000574,ACC-00336,ACC-00154,1218.2,UPI,2026-02-21T19:56:31,0,none,46,2592,2,61571.33,20,1580.3,9477.81,26617.72,10.0,19,5,1,0,0.14,0,2,0.0934,0,1,INR,sha256:4fe00caa436321b7,dev_fp_8b2237e6
TXN-N-000690,ACC-00432,ACC-00347,121.94,UPI,2026-01-14T01:45:23,0,none,35,56,2,93626.65,14,1543.88,5514.48,14526.56,10.0,1,2,0,0,0.69,1,4,0.0983,0,3,INR,sha256:29544cb51c4704c6,dev_fp_e45a9054
TXN-N-000038,ACC-00247,ACC-00270,216.86,UPI,2026-02-26T14:43:46,0,none,27,3003,2,90160.57,14,888.83,5642.02,9772.07,10.0,14,3,0,0,0.22,1,3,0.2039,0,2,INR,sha256:c592e66a26037afb,dev_fp_b7e50de1
TXN-N-000702,ACC-00337,ACC-00342,129.86,UPI,2026-02-06T10:22:33,0,none,24,2342,2,8305.32,13,762.46,1066.29,3412.35,10.0,10,4,0,0,6.15,0,3,0.2202,0,0,INR,sha256:3627d2e66de33701,dev_fp_c34caf8b
TXN-N-000866,ACC-00414,ACC-00155,1097.25,UPI,2026-02-16T21:55:53,0,none,38,1830,1,17253.92,13,8725.0,1272.03,10607.76,6501.29,21,0,0,0,2.85,0,4,0.0199,0,1,INR,sha256:41b5719324d2ec4e,dev_fp_0d2c7ab3
TXN-N-000071,ACC-00146,ACC-00320,836.24,UPI,2026-02-16T23:59:53,0,none,62,190,2,74684.94,9,1467.11,12677.13,23876.04,10.0,23,0,0,0,1.02,0,2,0.0073,0,0,INR,sha256:50cfa084fa5ffbed,dev_fp_6c47794c
TXN-N-000368,ACC-00053,ACC-00295,16166.6,IMPS,2026-01-16T11:08:56,0,none,52,849,3,9910.49,19,843.7,10279.27,19441.08,10.0,11,4,0,0,3.1,0,1,0.1427,0,2,INR,sha256:4a92257867b86ba0,dev_fp_25478d70
TXN-N-000427,ACC-00393,ACC-00453,2229.23,IMPS,2026-02-12T10:38:24,0,none,33,3008,2,16604.29,13,887.73,8410.66,23730.36,10.0,10,3,0,0,4.12,0,5,0.129,0,1,INR,sha256:0d84f3fd12bd96bb,dev_fp_4620d22e
TXN-N-000442,ACC-00129,ACC-00393,435.92,UPI,2026-02-27T12:02:18,0,none,18,2106,2,73594.63,19,1642.38,14557.36,30831.83,10.0,12,4,0,0,18.53,0,6,0.1864,0,2,INR,sha256:79e04501aef2b6ae,dev_fp_d91789ad
TXN-N-000142,ACC-00060,ACC-00099,573.09,POS,2026-02-25T17:45:43,0,none,21,3194,3,17179.49,12,3551.42,4972.79,14223.45,10.0,17,2,0,1,1.59,1,4,0.1037,0,2,INR,sha256:6f3786c8f64a8d9e,dev_fp_0ae31344
TXN-N-000293,ACC-00290,ACC-00418,2573.64,UPI,2026-03-04T17:21:57,0,none,51,876,2,75813.08,14,805.67,6528.73,18438.16,10.0,17,2,0,0,2.33,0,2,0.0961,0,1,INR,sha256:bedb0b1d409fb295,dev_fp_3363603f
TXN-N-000787,ACC-00297,ACC-00405,137.95,UPI,2026-03-18T15:24:38,0,none,54,2458,2,11192.37,18,1579.74,9480.85,12002.85,10.0,15,2,0,0,4.22,0,2,0.0078,0,2,INR,sha256:e84db005a3cfaf4a,dev_fp_8108e5a2
TXN-N-000648,ACC-00260,ACC-00394,1612.66,IMPS,2026-03-27T16:28:35,0,none,41,1629,2,43026.89,10,1785.95,14975.28,22232.18,10.0,16,4,0,0,4.29,0,2,0.1187,0,0,INR,sha256:2bbbff01454345bb,dev_fp_5a621e0e
TXN-N-000339,ACC-00129,ACC-00057,1190.93,NEFT,2026-03-16T11:54:00,0,none,43,3257,3,300979.95,11,1340.97,3235.0,5310.14,10.0,11,0,0,0,0.26,0,3,0.1846,0,2,INR,sha256:cbfc29c7078a5713,dev_fp_ce27377e
TXN-N-000743,ACC-00258,ACC-00280,50942.42,NEFT,2026-02-15T15:53:06,0,none,46,1390,2,12716.26,15,463.35,7546.74,14444.73,10.0,15,6,1,0,1.02,0,1,0.0537,0,3,INR,sha256:81420550de4f6c29,dev_fp_3b213ce9
TXN-N-000543,ACC-00094,ACC-00250,706.63,UPI,2026-03-04T11:05:23,0,none,64,978,1,38804.06,12,1820.99,6326.86,20027.91,10.0,11,2,0,0,3.49,0,3,0.2665,0,1,INR,sha256:1b8f3de361a50e8f,dev_fp_d99d52a3
TXN-N-000270,ACC-00274,ACC-00129,204.37,UPI,2026-01-03T13:18:28,0,none,42,1470,1,12090.54,21,2434.85,14356.77,38961.05,10.0,13,5,1,0,0.92,0,1,0.2678,0,1,INR,sha256:1cca0f18ee37b8ff,dev_fp_f6c66c4a
TXN-N-000150,ACC-00150,ACC-00455,568.78,POS,2026-03-02T18:24:31,0,none,50,3018,2,3436.12,23,1519.78,9688.82,22708.48,10.0,18,0,0,0,1.95,0,2,0.0404,0,3,INR,sha256:7341eb66565b18a5,dev_fp_67c29bba
TXN-N-000153,ACC-00298,ACC-00347,60184.2,NEFT,2026-01-26T10:12:27,0,none,26,1073,2,10397.26,6,1072.36,14021.9,29767.14,10.0,10,0,0,0,4.56,0,1,0.2931,0,0,INR,sha256:ae47c5e47701655d,dev_fp_06811b13
TXN-N-000245,ACC-00271,ACC-00484,399.26,UPI,2026-01-22T13:22:06,0,none,40,265,2,28457.6,12,1991.52,2878.92,6512.51,10.0,13,3,0,0,18.46,0,2,0.0339,0,1,INR,sha256:cf6b096e320389ce,dev_fp_67b88949
TXN-N-000697,ACC-00389,ACC-00426,226.62,IMPS,2026-03-21T12:12:42,0,none,42,2663,2,34257.86,11,1474.15,3350.41,11218.58,10.0,12,5,1,0,6.26,0,2,0.2926,0,1,INR,sha256:4f108fbc6adec0ed,dev_fp_2b8b09cb
TXN-N-000212,ACC-00053,ACC-00199,1619.26,UPI,2026-03-07T10:33:25,0,none,35,626,2,27685.47,12,656.03,9518.72,26965.31,10.0,10,5,1,0,6.32,0,2,0.2069,0,1,INR,sha256:527c70867fa79c84,dev_fp_b1df1a33
TXN-N-000719,ACC-00486,ACC-00323,439.18,IMPS,2026-03-04T21:36:13,0,none,36,3109,2,7361.82,16,915.46,12956.06,32035.44,10.0,21,2,0,0,0.37,1,2,0.0723,0,1,INR,sha256:5017c9cba8b05154,dev_fp_8abc0f02
TXN-N-000298,ACC-00319,ACC-00217,844.43,IMPS,2026-03-21T02:59:11,0,none,34,1869,2,15629.84,16,1841.97,13133.52,20034.03,10.0,2,5,1,0,2.15,0,2,0.1768,0,0,INR,sha256:94b0ad7346b2d986,dev_fp_78c004cc
TXN-N-000347,ACC-00168,ACC-00194,170.48,POS,2026-01-01T08:01:00,0,none,48,713,2,76901.98,18,687.54,3706.29,6426.82,10.0,8,3,0,0,0.72,0,2,0.122,0,2,INR,sha256:6f952ebd11bb13ba,dev_fp_50739a65
TXN-N-000842,ACC-00377,ACC-00295,40.94,UPI,2026-03-16T18:52:44,0,none,44,3007,3,22391.73,9,1456.0,2211.85,4728.85,10.0,18,0,0,0,10.33,0,1,0.169,0,0,INR,sha256:a7339d12c3bb4cfd,dev_fp_be2b1430
TXN-N-000337,ACC-00069,ACC-00327,126.5,POS,2026-03-17T08:35:32,0,none,48,178,3,117470.18,10,1115.92,11110.75,15887.31,10.0,8,1,0,0,2.15,0,2,0.03,0,1,INR,sha256:1a22b3b933e3f73f,dev_fp_9156ac35
TXN-N-000839,ACC-00047,ACC-00368,504.23,NEFT,2026-03-05T15:27:11,0,none,29,3393,2,30735.23,15,1069.35,10168.88,20992.77,10.0,15,3,0,0,0.57,0,2,0.2777,0,1,INR,sha256:a372501d0153c814,dev_fp_d2d0860d
TXN-N-000277,ACC-00210,ACC-00435,46780.06,NEFT,2026-02-14T14:33:45,0,none,20,3298,2,19716.45,16,947.91,846.32,2555.96,102.4,14,5,1,0,1.52,0,3,0.0959,0,0,INR,sha256:f47abf257ad0f5e3,dev_fp_5539c012
TXN-N-000641,ACC-00350,ACC-00007,17.33,UPI,2026-03-30T13:17:32,0,none,50,2941,3,1148.46,17,844.25,7839.47,16980.43,10.0,13,0,0,0,0.09,0,2,0.1711,0,1,INR,sha256:458562a0aa8b597c,dev_fp_1c5cdf47
TXN-N-000409,ACC-00253,ACC-00376,38861.59,NEFT,2026-01-28T17:49:45,0,none,67,2896,2,29109.27,11,1651.2,9419.34,11963.46,10.0,17,2,0,0,11.75,0,1,0.2559,0,0,INR,sha256:883c93d5700bc021,dev_fp_86fe0c4f
TXN-N-000561,ACC-00284,ACC-00179,338.59,UPI,2026-02-21T15:45:43,0,none,55,3594,2,14470.64,13,387.9,5704.24,12551.67,10.0,15,5,1,0,3.47,0,3,0.2039,0,0,INR,sha256:c02246d167748560,dev_fp_f6386f5e
TXN-N-000913,ACC-00231,ACC-00307,1316.11,UPI,2026-02-07T20:40:19,0,none,57,2011,2,6424.06,17,893.96,5230.43,8942.18,10.0,20,5,1,0,9.03,0,2,0.2205,0,3,INR,sha256:0cc351ff35115818,dev_fp_6908a4c1
TXN-N-000374,ACC-00108,ACC-00246,569.69,UPI,2026-03-19T20:48:37,0,none,56,2423,3,5732.23,13,1650.7,5630.14,11037.43,10.0,20,3,0,0,12.45,0,2,0.1207,0,2,INR,sha256:f01d9ef96172426f,dev_fp_0ff09bdf
TXN-N-000390,ACC-00381,ACC-00238,140.96,NEFT,2026-03-22T14:56:05,0,none,43,1695,2,51420.95,15,552.14,3602.04,4195.99,10.0,14,6,1,0,7.9,0,5,0.0255,0,0,INR,sha256:142454b7c9b5dfdc,dev_fp_951b2d58
TXN-N-000534,ACC-00069,ACC-00065,56.59,IMPS,2026-02-13T06:42:44,0,none,28,1509,2,274683.1,15,835.36,9395.65,12029.07,10.0,6,4,0,0,12.36,0,3,0.2797,0,0,INR,sha256:1c511a2908eac292,dev_fp_c19d3ead
TXN-N-000036,ACC-00101,ACC-00044,559.06,POS,2026-03-03T21:18:07,0,none,48,2738,3,154179.27,18,2159.05,1248.14,5079.49,1452.29,21,1,0,0,36.72,0,2,0.0362,0,0,INR,sha256:471f831df14597f8,dev_fp_3aa3f86b
TXN-N-000560,ACC-00487,ACC-00135,264.25,NEFT,2026-01-03T08:35:05,0,none,59,1103,2,44399.0,19,708.65,9477.67,13289.49,10.0,8,5,1,0,12.16,0,1,0.2641,0,1,INR,sha256:0f7f8a5d8f782fcc,dev_fp_fac4f48a
TXN-N-000576,ACC-00179,ACC-00405,6966.45,UPI,2026-01-03T15:09:00,0,none,66,2263,2,9608.95,15,816.61,2512.02,3907.69,10.0,15,5,1,0,1.98,0,2,0.2391,0,0,INR,sha256:6b984df93badc5cc,dev_fp_71cc8381
TXN-N-000346,ACC-00255,ACC-00266,36249.62,NEFT,2026-03-12T11:43:17,0,none,22,3316,2,31943.35,14,1268.59,5400.21,10016.72,10.0,11,3,0,0,5.14,0,4,0.1747,0,2,INR,sha256:99197070d94518e4,dev_fp_6305e0d7
TXN-N-000727,ACC-00169,ACC-00460,805.17,ATM,2026-03-26T16:11:57,0,none,44,3032,3,46476.05,18,1271.85,10792.19,13685.64,10.0,16,3,0,0,14.97,0,3,0.1684,0,1,INR,sha256:37abae4b04dd9dcc,dev_fp_82413db1
TXN-N-000145,ACC-00488,ACC-00380,903.49,IMPS,2026-02-12T16:16:55,0,none,53,3058,1,25381.74,12,852.39,5313.98,13210.53,10.0,16,3,0,0,6.5,0,3,0.0626,0,2,INR,sha256:3e13b858a3646f5c,dev_fp_810f6068
TXN-N-000635,ACC-00486,ACC-00308,53279.18,NEFT,2026-01-08T19:35:02,0,none,32,3100,2,13646.49,22,3712.69,4473.36,16423.63,961.08,19,3,0,0,5.72,0,2,0.2558,0,1,INR,sha256:04f4928bf33a8047,dev_fp_1d7674ab
TXN-N-000274,ACC-00281,ACC-00474,210.07,UPI,2026-03-11T12:24:37,0,none,21,2427,2,92996.93,9,1966.1,8195.08,14344.48,10.0,12,2,0,0,1.33,0,2,0.1893,0,0,INR,sha256:7ca180640bb5e3e4,dev_fp_0acc8e57
TXN-N-000313,ACC-00146,ACC-00052,655.93,POS,2026-03-30T17:38:07,0,none,36,275,2,4354.62,14,773.62,9261.76,25357.27,10.0,17,0,0,0,1.54,0,2,0.0273,0,0,INR,sha256:8a8d6b322b7899c4,dev_fp_7287aa69
TXN-N-000043,ACC-00012,ACC-00407,560.44,POS,2026-03-06T07:55:58,0,none,35,2383,3,12252.09,17,2850.94,6062.38,9709.01,10.0,7,4,0,0,8.54,0,1,0.0477,0,1,INR,sha256:e87dadda2640e329,dev_fp_0e0deb86
TXN-N-000207,ACC-00193,ACC-00336,783.73,NEFT,2026-03-10T11:09:10,0,none,35,1535,2,52496.92,9,412.47,13651.29,18671.05,10.0,11,1,0,0,14.57,0,2,0.0911,0,0,INR,sha256:d806cb1a4fe6c883,dev_fp_3907466c
TXN-F-LAYER-000001,ACC-00048,ACC-00267,284967.23,RTGS,2026-02-11T09:04:00,1,layering,40,35,2,19328.94,24,11027.24,41953.57,457821.38,49403.43,9,2,0,0,37.15,0,4,0.8059,0,2,INR,sha256:2b70c4e5efcefc7b,dev_fp_6def6aee
TXN-F-STRUCT-000001,ACC-00287,ACC-00211,752037.9,RTGS,2026-03-26T09:31:00,1,structuring,55,558,2,5791.41,27,29244.25,95756.18,1011204.83,451594.21,9,3,0,0,23.51,0,4,0.5641,0,2,INR,sha256:97039b918c9328e5,dev_fp_7bd01ceb
TXN-N-000196,ACC-00167,ACC-00434,534.12,IMPS,2026-02-03T11:17:59,0,none,55,2008,2,62034.34,20,753.57,13485.56,40310.01,10.0,11,1,0,0,3.73,0,1,0.2209,0,0,INR,sha256:57c0e362d8789323,dev_fp_00387d5a
TXN-N-000968,ACC-00157,ACC-00022,1438.68,IMPS,2026-01-22T09:46:05,0,none,24,753,2,58464.05,17,999.23,3321.76,5144.68,10.0,9,3,0,0,12.95,0,3,0.1327,0,1,INR,sha256:094aa653d4f6bafb,dev_fp_f04f6bba
TXN-N-000948,ACC-00465,ACC-00211,425.21,IMPS,2026-02-07T21:18:29,0,none,43,3228,2,28738.91,8,1072.1,13709.43,37186.62,10.0,21,5,1,0,6.13,0,4,0.1138,0,0,INR,sha256:a367f4254d1f5b9e,dev_fp_e48b5c75
TXN-N-000519,ACC-00374,ACC-00057,63330.4,NEFT,2026-01-16T11:12:44,0,none,33,3557,3,51284.8,17,1273.99,8674.79,19061.08,10.0,11,4,0,1,5.86,0,2,0.1134,0,1,INR,sha256:467e58d7f2b7a5fc,dev_fp_dda422dd
TXN-N-000476,ACC-00218,ACC-00072,3365.42,IMPS,2026-03-09T19:44:18,0,none,60,2698,2,8007.01,15,1139.37,8318.39,17951.09,10.0,19,0,0,0,5.59,0,2,0.1302,0,0,INR,sha256:da046178e990f52d,dev_fp_8575bc87
TXN-N-000927,ACC-00149,ACC-00142,56316.65,NEFT,2026-03-26T10:20:49,0,none,31,3570,3,39498.46,12,805.46,7442.93,20353.82,10.0,10,3,0,1,4.03,0,2,0.0291,0,0,INR,sha256:c93767f2a7efe58a,dev_fp_9abdb180
TXN-N-000723,ACC-00365,ACC-00324,567.15,UPI,2026-03-07T13:18:42,0,none,50,806,2,33963.66,14,1282.57,8070.22,12485.55,10.0,13,5,1,0,0.89,0,2,0.1872,0,0,INR,sha256:f150add0c27da3db,dev_fp_e613cc8c
TXN-N-000422,ACC-00415,ACC-00087,298.1,NEFT,2026-02-27T08:12:09,0,none,40,1519,2,19321.62,13,1493.73,5134.9,10542.54,10.0,8,4,0,0,3.29,0,4,0.0809,0,0,INR,sha256:a3392967d801a9ad,dev_fp_fbc63b04
TXN-N-000045,ACC-00008,ACC-00080,175.86,IMPS,2026-03-12T14:43:52,0,none,41,407,2,20136.0,9,2253.09,10440.7,21679.17,10.0,14,3,0,0,0.33,0,1,0.2393,0,1,INR,sha256:11e18b12dd6732ae,dev_fp_3f757a64
TXN-N-000669,ACC-00478,ACC-00098,2171.51,UPI,2026-03-16T18:22:52,0,none,62,3570,3,80575.38,18,1363.97,14278.64,35720.19,10.0,18,0,0,0,5.92,0,3,0.0947,0,1,INR,sha256:2175ea224838213e,dev_fp_887451c2
TXN-N-000382,ACC-00190,ACC-00012,2153.72,POS,2026-02-21T10:37:59,0,none,38,3246,1,27822.69,8,628.89,10052.4,23209.25,10.0,10,5,1,0,2.41,0,2,0.1949,0,1,INR,sha256:204320055bbb4c4f,dev_fp_de64ea91
TXN-N-000428,ACC-00315,ACC-00195,170.92,NEFT,2026-02-15T23:03:37,0,none,46,1840,2,57378.21,18,899.16,8597.86,23536.52,10.0,23,6,1,0,7.42,0,1,0.1291,0,1,INR,sha256:0cef52cea4005d4a,dev_fp_2e9b7021
TXN-N-000797,ACC-00364,ACC-00015,1179.95,IMPS,2026-01-31T00:04:56,0,none,37,1048,2,194544.5,21,902.06,12096.9,36726.86,10.0,0,5,1,0,0.19,0,3,0.288,0,1,INR,sha256:f9bd697c25892493,dev_fp_eec570cd
TXN-N-000556,ACC-00400,ACC-00356,3770.0,UPI,2026-02-05T14:33:57,0,none,65,3487,2,6731.93,15,453.46,4690.25,12073.54,10.0,14,3,0,0,2.62,0,2,0.0639,0,1,INR,sha256:6540e58bf8372b2b,dev_fp_8bce7957
TXN-N-000803,ACC-00290,ACC-00103,843.15,UPI,2026-03-17T11:09:26,0,none,36,2090,2,25266.87,15,1662.97,558.36,2441.75,968.22,11,1,0,0,3.32,0,3,0.2674,0,3,INR,sha256:9f3568ee0f75e36e,dev_fp_ccecb710
TXN-N-000440,ACC-00225,ACC-00404,318.09,UPI,2026-03-24T15:55:33,0,none,39,2657,2,24381.99,12,861.22,1016.28,3512.75,10.0,15,1,0,0,4.43,0,2,0.1359,0,4,INR,sha256:863c5cec06c75523,dev_fp_6eb0aa12
TXN-N-000933,ACC-00145,ACC-00016,297.86,POS,2026-02-21T14:26:38,0,none,34,2998,3,127020.59,13,667.96,4187.28,5038.89,10.0,14,5,1,1,8.69,0,3,0.2597,0,0,INR,sha256:298595a944adf24e,dev_fp_17516557
TXN-N-000663,ACC-00066,ACC-00021,980.39,IMPS,2026-01-05T16:02:42,0,none,60,640,1,15368.37,12,1032.17,7395.77,21099.81,10.0,16,0,0,1,18.3,0,1,0.2765,0,1,INR,sha256:f481a6d5f7035be7,dev_fp_1da9d3a8
TXN-N-000882,ACC-00048,ACC-00046,336.58,UPI,2026-02-11T22:47:24,0,none,20,757,2,14677.94,19,906.92,1499.64,4546.62,102.17,22,2,0,0,9.18,0,1,0.2142,0,2,INR,sha256:23a8ef03d6e46953,dev_fp_1a08d6b1
TXN-N-000414,ACC-00324,ACC-00230,52257.96,NEFT,2026-01-24T15:08:42,0,none,52,3479,2,9206.82,12,915.87,10574.44,13174.1,10.0,15,5,1,0,5.76,0,2,0.2425,0,3,INR,sha256:af3d105593cdd4e3,dev_fp_75f795e6
TXN-N-000061,ACC-00216,ACC-00491,137.27,POS,2026-03-08T16:51:13,0,none,26,428,2,37665.88,22,699.78,9290.67,24201.63,10.0,16,6,1,0,2.54,0,2,0.0077,0,3,INR,sha256:8c2ed34f1e22bbef,dev_fp_4d839281
TXN-N-000074,ACC-00426,ACC-00154,1166.23,IMPS,2026-01-21T10:02:22,0,none,43,3061,2,8785.17,13,726.65,10414.43,22495.01,10.0,10,2,0,0,2.59,0,3,0.0678,0,1,INR,sha256:153808aa6ffc97d9,dev_fp_38b45137
TXN-N-000246,ACC-00230,ACC-00427,66997.09,NEFT,2026-02-08T11:38:20,0,none,18,1836,2,4026.21,20,837.32,6277.94,11094.38,10.0,11,6,1,0,16.3,0,1,0.158,0,0,INR,sha256:29e72938df937f5d,dev_fp_62a8df76
TXN-N-000937,ACC-00463,ACC-00238,233.72,UPI,2026-02-24T13:56:35,0,none,32,30,3,28703.46,18,444.05,13556.37,24480.86,10.0,13,1,0,1,0.79,0,2,0.0034,0,0,INR,sha256:c642bed244e1df4a,dev_fp_dd9350c7
TXN-N-000425,ACC-00098,ACC-00398,1519.99,ATM,2026-03-23T07:32:33,0,none,51,2945,1,240012.63,14,2257.03,9954.87,14892.93,10.0,7,0,0,0,0.9,0,2,0.0056,0,0,INR,sha256:1ab777d21e05c1be,dev_fp_da71d58f
TXN-N-000429,ACC-00090,ACC-00489,2770.05,ATM,2026-01-22T06:57:29,0,none,35,1051,3,23517.57,9,1658.81,11786.74,15645.62,10.0,6,3,0,1,4.5,0,3,0.2709,0,0,INR,sha256:3e0939f987dd6def,dev_fp_de49b649
TXN-N-000508,ACC-00059,ACC-00196,2358.02,IMPS,2026-03-28T14:56:11,0,none,52,3247,3,20616.32,21,754.02,3526.77,10941.2,10.0,14,5,1,0,0.81,0,1,0.1052,0,1,INR,sha256:16e94aa8ad1dfb29,dev_fp_70760104
TXN-N-000187,ACC-00329,ACC-00032,409.89,UPI,2026-01-05T09:51:12,0,none,58,1746,2,20268.66,17,2009.94,4821.1,12862.03,10.0,9,0,0,0,1.17,0,4,0.1328,0,0,INR,sha256:7a8abcf38fdc1a34,dev_fp_dd838457
TXN-N-000278,ACC-00171,ACC-00334,184.77,UPI,2026-03-18T15:40:58,0,none,24,3572,2,36934.02,18,559.75,9820.63,23987.87,10.0,15,2,0,0,7.34,0,3,0.1734,0,1,INR,sha256:d6e3ad0de715f4ed,dev_fp_824c03f0
TXN-N-000280,ACC-00077,ACC-00207,833.2,NEFT,2026-02-06T08:05:25,0,none,19,1418,2,4323.73,7,1592.54,1294.41,3978.28,10.0,8,4,0,0,8.21,0,3,0.2624,0,2,INR,sha256:17a09a296fb28f9a,dev_fp_2b3798ac
TXN-N-000802,ACC-00373,ACC-00151,34910.57,NEFT,2026-01-03T09:57:26,0,none,40,1927,3,7909.12,15,1285.79,14586.63,26058.43,10.0,9,5,1,0,7.47,0,4,0.2992,0,2,INR,sha256:2211b5b2762fc3f6,dev_fp_dd1f5065
TXN-N-000871,ACC-00059,ACC-00038,874.57,UPI,2026-03-16T13:13:01,0,none,62,2893,2,24116.71,7,409.36,14241.03,30112.03,10.0,13,0,0,0,0.32,0,4,0.218,0,0,INR,sha256:d0c057f10aa1f401,dev_fp_8f72bc80
TXN-F-STRUCT-000000,ACC-00065,ACC-00247,848743.33,NEFT,2026-03-12T12:29:00,1,structuring,48,84,3,80160.28,22,17956.54,92800.77,689091.52,166794.54,12,3,0,0,26.07,0,2,0.5901,0,3,INR,sha256:3b82eeb5054ee328,dev_fp_93a0b952
TXN-N-000917,ACC-00300,ACC-00193,773.88,ATM,2026-01-13T12:48:50,0,none,68,2579,2,19468.1,19,1549.29,12656.01,20773.13,10.0,12,1,0,0,1.2,0,2,0.2668,0,2,INR,sha256:5727b819a59841a6,dev_fp_faa1ec8d
TXN-N-000621,ACC-00350,ACC-00227,66988.7,NEFT,2026-03-25T15:13:25,0,none,37,1223,2,53296.43,17,1012.07,1710.3,3716.77,10.0,15,2,0,0,1.25,0,1,0.2401,0,1,INR,sha256:4a6f17530a52ab54,dev_fp_23a3fb68
TXN-N-000583,ACC-00136,ACC-00144,668.23,ATM,2026-02-28T10:54:35,0,none,35,939,3,45189.59,19,951.59,12680.41,38116.35,10.0,10,5,1,0,4.95,0,1,0.1834,0,0,INR,sha256:cb56bd15f1a1f5f6,dev_fp_2fe8e69e
TXN-N-000420,ACC-00259,ACC-00386,543.85,IMPS,2026-03-12T15:18:38,0,none,20,3003,2,14895.93,17,946.22,13470.81,33683.14,10.0,15,3,0,0,2.67,0,3,0.2699,0,0,INR,sha256:73946fdfbf1248c2,dev_fp_036207cc
TXN-N-000754,ACC-00082,ACC-00048,354.65,POS,2026-01-30T11:07:53,0,none,19,2977,2,19601.31,13,3608.3,4887.78,17946.09,10.0,11,4,0,0,25.12,0,4,0.1217,0,0,INR,sha256:f545adc22176aa88,dev_fp_48419295
TXN-N-000077,ACC-00283,ACC-00114,642.58,IMPS,2026-02-02T14:54:07,0,none,54,3005,2,18042.25,16,613.02,13295.04,35275.94,10.0,14,0,0,0,2.7,0,3,0.2646,0,0,INR,sha256:1a3f3a03441fd6af,dev_fp_18264c8f
TXN-N-000713,ACC-00382,ACC-00157,57429.99,NEFT,2026-02-06T12:37:56,0,none,23,2341,2,7969.91,17,791.15,4706.41,8616.12,10.0,12,4,0,1,1.86,0,1,0.0462,0,1,INR,sha256:6504ace8518ac680,dev_fp_95c59007
TXN-N-000126,ACC-00288,ACC-00396,1648.03,POS,2026-03-28T19:43:04,0,none,40,1478,2,15445.34,28,2450.86,12248.75,24837.35,10.0,19,5,1,1,4.33,0,2,0.2056,1,0,INR,sha256:cec01d740b5391d6,dev_fp_27857274
TXN-N-000706,ACC-00497,ACC-00085,311.94,UPI,2026-01-01T21:42:27,0,none,53,1724,2,4249.21,8,907.6,2293.53,6162.97,10.0,21,3,0,0,1.64,0,1,0.1534,0,3,INR,sha256:94f44a67612c6735,dev_fp_d7be073e
TXN-N-000267,ACC-00228,ACC-00147,547.34,ATM,2026-02-14T15:54:57,0,none,45,2526,2,6394.56,18,877.85,12906.83,27070.19,10.0,15,5,1,0,3.66,0,2,0.0789,0,0,INR,sha256:8cb240401245bc96,dev_fp_0690f5ae
TXN-N-000808,ACC-00127,ACC-00424,106.57,UPI,2026-02-22T16:51:07,0,none,38,1790,3,2283.23,12,2882.84,3470.86,9619.55,10.0,16,6,1,0,5.06,0,3,0.0051,0,1,INR,sha256:4c45cc69e9ff3fe9,dev_fp_a0b242c5
TXN-N-000060,ACC-00454,ACC-00406,47087.96,NEFT,2026-01-16T12:51:33,0,none,31,510,2,31624.16,13,595.76,7891.0,21511.43,10.0,12,4,0,0,10.33,0,3,0.1173,0,1,INR,sha256:ac55c1a022877061,dev_fp_9d2c9fac
TXN-N-000464,ACC-00399,ACC-00017,54532.97,NEFT,2026-02-03T10:48:05,0,none,22,804,2,30767.03,15,2656.06,1341.67,5866.05,1878.91,10,1,0,0,8.71,0,2,0.179,0,1,INR,sha256:d0a3340ebc72da81,dev_fp_24a5a500
